name,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-06-01,2026-06-02,2026-06-04,2026-06-05,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12,2026-06-15,2026-06-16,2026-06-17,2026-06-18,2026-06-19,2026-06-22,2026-06-23,2026-06-24,2026-06-25,2026-06-26,2026-06-29,2026-06-30,2026-07-01,2026-07-02,2026-07-03,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-10,2026-07-13,2026-07-14,2026-07-15,2026-07-16,2026-07-20,2026-07-21,2026-07-22,2026-07-23,2026-07-24,2026-07-27,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-03,2026-08-04,2026-08-05
한화갤러리아_452260,2950_2865_2865_2531954,2965_2715_2800_3602452,3640_2790_3640_49413071,4120_3340_3340_88095052,3700_3255_3350_30790937,3315_2950_3090_7593908,3200_2935_3020_5639576,3045_2825_2880_3709550,3115_2915_3040_3615799,3415_3010_3145_8266580,3310_3085_3150_5838144,3175_2945_3000_3760837,3080_2800_3070_4190722,3100_2930_3010_2316910,3120_2870_2895_3683721,2975_2740_2760_3261035,2945_2735_2785_2002689,2765_2600_2600_2277936,2580_2390_2395_2121664,2550_2355_2480_2430589,2595_2410_2470_1685199,2650_2430_2540_2183921,2860_2575_2745_3257058,2795_2700_2755_1606026,2920_2730_2770_1986256,2865_2745_2810_1878382,2845_2620_2630_1530788,2660_2400_2450_2141839,2490_2350_2370_1126076,2400_2125_2155_2225981,2180_2060_2120_1984388,2235_2125_2145_1289304,2160_1977_2025_1618180,2145_2000_2120_894532,2145_2055_2125_953351,2160_2040_2075_1135079,2085_1981_2020_1108555,2110_1950_2100_892628,2130_2015_2075_691297,2085_1960_2005_798262,2015_1892_1914_1186058,2000_1913_1939_670066,2130_1940_2065_1308589,2100_1938_1952_1203476,1982_1860_1961_1063739,2330_1985_2105_7658328,2175_1975_1990_1594446,1966_1868_1868_1040765,1960_1802_1932_1051822,2020_1936_1941_843825,2020_1941_2015_747176,2010_1905_1910_671712,1971_1892_1905_430007,1890_1756_1784_933049,1998_1601_1724_3252789,1750_1574_1669_1131879,1925_1700_1865_3442549,1939_1790_1901_956106,2015_1901_1978_996901,2095_2010_2040_957870
일진하이솔루스_271940,17800_17180_17180_95657,17430_16120_16480_111820,16590_16010_16320_57343,16960_16210_16350_64209,16680_15490_15780_81837,15640_14800_15640_45373,15560_14800_15040_52907,14970_14120_14260_57775,15000_14400_14550_72227,15720_15030_15600_40630,15890_14900_14900_46848,14900_14300_14550_67403,14810_13950_14350_63932,14730_13190_14130_79125,14320_13560_14010_76644,13840_13110_13330_94761,13640_13130_13640_39616,13730_13040_13730_42667,13490_12300_12630_45845,13070_12510_12510_89992,13000_12410_12980_69988,12640_12200_12300_64554,13510_12350_13510_104377,13670_13290_13320_44714,13500_13040_13040_49631,13350_12780_12780_59163,12850_12260_12290_44915,12990_11710_12000_119338,12080_11000_11040_46895,11600_10200_10240_70108,10470_10060_10230_60683,10590_10000_10000_62832,9900_9270_9480_60369,10430_9400_10300_42060,10500_9980_10070_39919,10640_10240_10470_36505,10310_9900_9940_25404,10300_9700_10300_37718,10410_9800_10100_22134,10290_9860_10070_33762,10170_9440_9500_45300,10890_9940_10360_179753,10580_10000_10300_60052,10940_9850_9860_61692,10210_9530_9790_69957,10330_10030_10200_39992,10200_9710_10000_33069,10140_9300_9830_54089,9900_9560_9750_35982,10310_9850_9860_46630,10660_9920_10570_31052,11200_10320_10420_66423,10850_10380_10720_74843,10630_9730_9870_47543,10040_9110_9260_61278,9580_8000_9190_42789,9990_9460_9990_45641,10400_9830_10100_36030,10540_10100_10440_34052,10850_10500_10800_35336
프레스티지바이오파마_950210,8120_7810_7980_141080,8310_7710_7800_114588,8250_7690_7720_122569,7980_7670_7890_85214,8100_7700_7780_107760,7980_7440_7540_99370,7790_7190_7500_86260,7670_7090_7330_74815,7560_7220_7260_62548,7840_7270_7800_87459,8050_7250_7500_103132,7600_7230_7390_91578,7500_6940_7110_101136,7210_6800_6930_115375,7150_6410_6530_181873,7150_6200_7140_194072,7140_6620_6830_87072,6950_6600_6790_58144,6690_6140_6160_131644,6820_6150_6670_104238,6800_6410_6600_52403,6860_6400_6540_43179,6990_6540_6960_69022,7140_6870_7000_65074,7200_6800_7000_47212,7280_6770_7120_47518,7090_6710_6790_58039,6900_6330_6590_116697,6590_6280_6440_61532,6570_6020_6020_114364,6240_5730_6000_70085,6500_5910_6170_95036,6370_5430_5910_108166,6850_5910_6740_91976,6850_6340_6460_52278,6690_6240_6410_50286,6750_6110_6430_61905,6820_5790_6050_98621,6260_5800_6070_52321,6120_5890_6030_62927,6130_5730_5860_59968,5950_5570_5680_56752,5890_5650_5760_39902,5990_5300_5530_93394,5530_5030_5130_113651,5370_5180_5370_67755,5630_4970_5290_77027,5300_4975_5210_44312,5310_4945_5030_52773,5150_4960_5100_34143,5300_4990_5260_38423,5260_4950_5250_60960,5610_5000_5610_53171,5670_5230_5550_76681,5670_5010_5550_85932,5750_5300_5720_67105,6400_5650_6400_77468,6460_5950_5950_47751,6340_5890_6340_57298,6500_6150_6500_61943
제이에스코퍼레이션_194370,14500_14060_14230_93310,14650_13500_13710_111771,13980_13220_13290_95145,13840_13330_13600_86888,13980_13210_13500_117670,13270_11810_12520_258295,12600_11940_12060_81920,12100_11600_11710_96363,12330_11420_11930_85481,12380_11970_12200_63838,12600_11910_11920_156599,12090_11550_11700_260948,12030_11040_11330_121592,11490_11000_11120_82605,11580_10830_10900_147551,11120_10430_10830_127028,10950_10590_10610_151618,11060_10310_10400_128174,10240_9730_9820_155141,10900_9750_10800_225151,12170_10550_11560_507454,12000_11210_11700_189187,11890_10790_11490_96226,11810_11390_11710_187768,11890_11490_11530_61003,12350_11430_12220_134829,12580_11910_11920_125792,12190_11000_11560_99425,11780_11310_11590_92094,12010_11160_11270_123243,11660_11110_11350_125217,11840_11340_11460_133031,11560_10520_11300_126500,11850_10490_11710_158985,11790_11020_11120_107780,11570_11200_11460_86803,12650_11410_12250_268583,12400_11820_12280_105937,12500_11890_12310_139098,12740_12100_12260_105322,12370_11550_11660_57756,11870_11220_11730_99698,11980_11670_11670_53160,12350_11600_11820_121278,12030_11460_11930_174022,12110_11660_12020_33701,12290_11610_11760_155010,11870_11150_11250_102974,11420_11030_11350_82446,11680_11210_11400_43716,12080_11500_12020_55312,12360_11780_12110_85975,12640_11820_12460_62722,12640_11750_11990_79366,12870_11290_11900_178616,12200_11390_11720_33540,12390_11760_12150_216415,14190_11800_13230_373836,13400_12590_13300_107405,13530_13170_13390_56386
DB증권_016610,15750_14350_14900_139121,15180_13830_14020_212804,13960_13520_13880_87656,14040_13720_13880_99266,14560_12810_13000_293392,12880_12060_12500_160103,12500_11660_11990_129853,11990_11380_11440_146294,12030_11810_11930_112278,12280_11930_12190_71080,12500_11910_11950_85477,12200_11420_11470_116827,11510_10520_11120_132975,11250_10730_11000_105942,11200_10550_11100_125710,11050_10550_11000_149990,11240_10850_11030_74183,11290_10620_10850_73160,10450_9910_10100_106809,10780_10010_10590_118040,10620_10150_10360_85711,10490_10100_10350_84935,11250_10610_10730_391616,11250_10760_10940_161356,11260_10950_11100_162896,11120_10600_10690_316197,10750_10230_10280_118548,10430_9790_10010_111778,10000_9550_9780_94582,9880_9200_9200_136995,9390_9060_9240_121556,9630_9260_9280_76550,9380_8590_8870_116868,9450_8700_9420_94336,9510_9230_9360_66242,9750_9460_9630_65184,9720_9000_9310_74419,9820_9230_9820_83238,10290_9770_10100_73325,10130_9460_9750_104310,9860_9220_9360_98579,9450_8950_9120_77606,9790_9200_9540_49187,9900_9220_9240_125544,9280_8600_9000_134795,9530_9120_9410_88754,9480_9190_9240_54255,9240_8760_8820_70210,8940_8670_8770_67712,9140_8880_8890_60416,9130_8760_9130_116304,9100_8840_8850_77256,9020_8850_8870_69150,8860_8300_8400_87626,8600_7550_7920_167494,8470_7710_8230_102647,8910_8380_8910_73217,8950_8640_8780_69339,8950_8740_8940_50605,9280_9060_9140_51029
신세계인터내셔날_031430,15020_14480_14570_85532,15150_14170_14380_211306,16930_14950_16650_1192024,17000_16300_16900_301584,17130_15260_16190_226667,15980_15020_15480_146225,15420_14210_14500_188234,14500_13760_13900_120137,14930_14010_14930_147032,14940_14490_14830_197496,14830_13690_13860_293440,14330_13550_13770_183082,13990_13280_13850_146237,14190_13310_14000_142933,14030_13500_13710_163503,14420_13150_14180_304599,14550_13920_14370_94963,14390_13830_13960_84883,13570_12920_12950_90805,14350_13030_14080_230503,14930_13840_14640_202127,15290_14040_14490_423032,15890_14130_15630_249861,16090_15230_15630_125514,15770_15120_15700_169681,15850_15180_15390_102073,15770_14820_14840_78669,15000_13410_13600_156586,13590_12910_13080_89381,13180_12400_12510_109483,12790_12210_12450_58194,13220_12670_12790_73782,12760_12100_12210_75005,13290_12290_13210_77574,13380_12650_12680_66588,12930_12570_12770_43672,12870_12230_12500_97604,12630_12000_12630_39875,13330_12680_13170_91162,13260_12670_12960_54675,12930_12200_12350_51071,12450_11950_12080_51936,12670_12100_12640_36319,12710_12080_12140_45423,12150_11670_11970_115698,12200_11750_11920_108749,11880_11510_11700_73020,11730_11150_11210_68477,11400_10990_11320_88602,11570_11000_11050_105703,11380_11020_11380_136876,11430_11010_11110_100655,11400_11120_11340_33421,11380_10660_10880_79069,11120_10020_10460_149209,10700_10000_10520_83466,10840_10510_10760_59469,11100_10590_10910_61818,10960_10630_10920_96789,11160_10870_11030_70785
BGF_027410,5110_4890_4925_319163,4960_4740_4780_223977,4800_4560_4745_356390,5140_4705_4975_495438,5140_4825_4975_595452,5000_4790_4880_276292,4890_4725_4760_200173,4785_4625_4635_260461,4870_4635_4775_272045,4880_4605_4605_295793,4715_4515_4660_265116,4775_4500_4540_220458,4600_4445_4565_173415,4580_4375_4450_275057,4450_4255_4295_262783,4325_4120_4255_278628,4325_4205_4295_125592,4340_4145_4270_152414,4190_4060_4095_173987,4275_4050_4100_473609,4190_3950_4055_506086,4085_3930_4070_395301,4170_4060_4105_342409,4335_4120_4230_382204,4430_4200_4360_208818,4420_4240_4250_112596,4295_4000_4150_218627,4150_3990_4030_197559,4050_3900_4010_195173,4005_3825_3825_194014,3865_3750_3820_125696,3855_3705_3705_213220,3710_3615_3660_136699,3860_3650_3860_74587,3950_3810_3880_115551,3930_3830_3880_77620,4030_3800_3955_114992,4015_3915_3965_84726,4065_3915_3990_65367,4080_3905_3965_130592,4020_3895_3940_77071,3980_3835_3850_136026,4035_3880_3990_102150,4060_3935_3970_108278,3990_3860_3860_80856,4000_3860_3900_105833,4050_3880_3945_95091,4040_3885_3940_83614,3935_3840_3870_68375,3945_3820_3855_44846,3990_3860_3985_39177,4030_3925_3990_153309,4045_3985_4040_68128,4040_3840_3850_90999,3975_3670_3785_150356,3900_3700_3850_200330,4000_3860_4000_127411,4100_3940_3950_68272,4010_3860_3945_115430,4015_3935_4010_80707
INVENI_015360,17360_16720_17000_95482,17170_16630_16870_80815,17190_16640_16660_84132,17130_16500_16950_85394,17190_16620_16990_85766,17260_16250_16880_82030,17060_16350_16530_47127,16670_16000_16120_49161,16650_16090_16100_51434,16500_16100_16490_28101,16680_15910_15960_87146,16050_15580_15580_67758,15850_15200_15480_49459,15700_15030_15120_63680,15330_14760_14790_61719,15250_14450_14720_41091,14880_14570_14620_30077,14990_14330_14540_28450,14580_13910_14010_32201,14670_14120_14600_27212,14750_14350_14610_24651,14940_14200_14870_25314,15350_14990_15330_30487,15750_15280_15280_36156,15600_15140_15210_43293,15330_15070_15160_31064,15450_14770_14770_35010,15080_14360_14630_38430,15080_14260_14260_22814,14500_13710_13720_69746,13900_13520_13850_24009,14240_13610_13860_19584,14000_13350_13710_29945,14310_13560_14310_25255,14340_13980_14100_16205,14330_13990_14120_25541,14320_13770_14160_20625,14410_13850_14360_16723,14580_14200_14230_26502,14570_14220_14570_24161,14720_14210_14360_37168,14670_13940_14000_36511,14680_14100_14480_33947,14880_14050_14100_50197,14450_13900_14000_36427,14550_14000_14120_27998,14350_14000_14250_22303,14250_13900_13960_25596,14160_13820_14120_19650,14480_14010_14010_13827,14470_14060_14470_16162,14730_14280_14390_23950,14620_14320_14370_17540,14700_13900_13900_30912,14320_13440_13570_74066,14180_13500_14010_39591,14260_13930_14160_39755,14260_13650_13790_52102,14080_13780_14030_33020,14320_14040_14040_22908
KISCO홀딩스_001940,25600_24600_24800_8278,25150_24150_24450_8217,24650_24150_24400_7124,24800_24150_24450_2792,25750_24200_24300_13585,24700_23650_24050_7619,24500_23500_24000_8477,24000_22700_22900_10462,24200_22750_22750_7444,23650_22500_23450_5313,24100_23300_23350_6679,23400_22500_22900_18355,23100_21950_22500_14575,22650_21750_21900_7660,22350_20400_20750_9119,21100_20150_20350_14023,22350_20550_21350_4514,21850_20500_21200_6676,21150_20200_20850_9866,21450_20850_21200_2778,23850_22600_23500_14451,23850_22300_23250_13246,23800_23200_23250_2764,24300_23600_23950_2903,24350_23650_24350_3230,24800_23950_24350_6743,24650_23900_24150_7756,24650_23500_24100_12719,24650_24000_24500_9446,24700_24200_24400_13472,24600_23250_24300_13582,24600_24250_24250_2534,24700_23800_24050_16097,24300_23900_24300_2539,24500_24000_24250_5190,24600_24050_24500_2284,24700_23850_24450_15278,25000_24200_24950_7379,26300_24400_25950_11178,26450_25875_26150_7254,26200_24950_24950_5975,25150_24450_24700_13091,25400_24700_25000_4045,25550_24800_25550_12552,25500_24850_24950_6175,25500_24800_25300_10006,25300_24800_25100_14976,25450_24800_25350_6238,25550_25000_25150_9648,26500_25100_25100_17354,25850_25200_25450_3817,26100_25050_25750_16632,26050_25250_26000_15664,26050_25400_25950_25819,26100_25350_25850_19824,26550_25600_26550_37803,27350_26400_26950_19276,27950_26950_27550_25382,28300_27550_28100_27549,28500_26450_26500_17876
코스모화학_005420,17910_16900_16900_291338,17050_15880_16120_343126,16050_15420_15450_225735,16080_15100_16080_312907,16260_14740_14990_280158,14880_14030_14680_144704,14760_13980_14240_185985,14250_13305_13600_327043,14700_13950_14700_143247,15390_14830_15290_186170,16000_15270_15350_196490,15340_14220_14220_230788,14670_13780_14530_274335,14580_13790_14190_203180,13970_13480_13550_230249,13400_12940_12980_245957,13480_12830_13000_219183,13190_12050_12180_162962,11540_10750_10850_181077,11800_10950_11630_164769,11800_11100_11440_115597,12270_10940_12270_221254,13220_12510_12970_227740,13620_13100_13450_154115,13560_13190_13250_110801,13250_12820_13080_88728,12920_12320_12370_120503,12500_11610_12020_184872,12070_11490_11600_128193,11850_10600_10660_191207,11080_10350_10810_168831,11100_10240_10300_160572,10280_9560_9850_192026,11360_9800_11330_268855,11250_10880_11010_160537,11360_10750_10880_163674,10880_10230_10310_91435,10440_9860_10270_171699,10490_9920_10180_74090,10310_9750_9990_116511,9910_9100_9260_190279,9550_9050_9510_239604,10200_9650_10010_133557,10500_9630_9790_137068,9960_9090_9250_199266,9850_9500_9740_134964,9790_9120_9380_113142,9370_8750_8860_148668,8870_8540_8770_136321,9300_8910_8970_104777,9590_8920_9590_110884,9510_9120_9200_95099,9480_9050_9180_87564,8990_8360_8480_120413,8730_7500_7760_235894,8410_7160_7990_243981,8930_8130_8880_135756,9330_8620_8960_154652,9570_9050_9470_128838,9930_9630_9770_88671
한전산업_130660,18890_18010_18060_467316,18640_16680_17080_667756,17050_16550_16590_285818,16970_16170_16500_351266,16750_15510_15670_390630,15780_15030_15500_329732,15960_15000_15270_214893,15190_14440_14590_294918,15550_14850_15360_221811,15920_15520_15600_182338,16150_15160_15160_272869,15400_14400_14480_343677,14740_13950_14320_271769,14490_13650_13960_291899,14400_13500_13870_252314,13780_13100_13380_257899,13980_13100_13410_179779,13400_12830_13130_184065,12600_11890_11960_210884,12690_12070_12500_165684,12800_12190_12540_132207,12700_12070_12620_107148,14100_12800_13510_395939,14130_13510_13870_217303,14160_13730_13870_206152,14280_13730_13950_170544,16340_13160_13200_2144604,13150_12310_12530_299015,12790_12210_12310_176335,12680_11610_11640_243270,12000_11300_11810_158346,12500_11570_11600_125448,11490_10560_10910_200265,12240_10850_12140_216997,12270_11500_11620_91997,12650_11720_12380_185124,12380_11670_11740_134568,11890_11210_11590_130543,12230_11300_11590_121492,11680_11110_11320_116756,11450_10600_10790_169639,11200_10530_10770_133952,11850_10790_11430_148471,11670_10600_10700_168193,10760_10150_10510_134809,11140_10610_11040_140267,11000_10580_10700_70817,10680_10220_10260_107498,10570_10030_10380_74379,10970_10450_10570_83506,11330_10600_11270_113327,11590_11000_11090_91976,11520_10850_11100_43138,10940_10000_10000_148692,10350_8960_9320_222607,9760_8810_9200_148094,10350_9460_10310_192235,10800_10150_10410_77437,11200_10450_11100_102207,11570_11230_11490_143453
아세아_002030,249000_241000_241000_1413,241500_226500_226500_3345,229000_217000_217000_2285,223000_213500_220500_2419,235500_210500_221500_5012,227500_212500_227500_2236,228000_218000_226000_3434,232500_220500_231500_4257,234500_227500_232500_2103,232500_225000_226000_1316,227500_217500_218500_1608,218500_209000_212000_2351,211000_201500_203000_2021,209500_201500_202000_3126,201500_184500_185100_4390,185600_169600_173600_4190,176100_167100_167100_4510,172700_165000_172300_4182,173800_159000_173800_8410,182800_169900_172500_5836,178300_170800_177000_3606,195900_177800_193300_8369,206500_192500_197900_6186,207000_198100_200000_3349,210000_196800_202000_5138,203500_194100_194500_5266,197500_187000_187600_2749,187600_176400_182500_6279,187300_173900_182300_6975,183400_175400_182300_7463,182800_168900_168900_7058,171000_161300_164300_7351,166800_158400_166400_8979,171500_157800_169900_8363,171900_164500_171600_6180,177900_171600_176200_6731,178000_168600_173400_6534,175500_168100_175000_5638,180000_169100_177200_5117,187800_172700_187800_4596,192900_181400_188500_6536,208000_187400_197900_9927,197100_178100_178600_7183,185000_174800_177700_6586,184100_175800_177900_6307,183600_174700_174700_5359,185000_174000_184300_3348,190100_180300_188700_4612,190000_176500_176500_6462,179900_174600_176100_3788,182800_173200_182300_4126,191600_177300_189900_3414,195200_186600_191500_3641,195000_185400_191700_2303,202000_188400_197100_8066,220000_191100_214000_7540,209000_192400_193000_5019,192900_180800_183900_6846,184200_176500_183900_7667,191600_179200_180500_9034
케이카_381970,10370_10100_10210_137844,10330_9830_10030_167326,10130_9960_10010_96652,10200_9980_10150_108729,10400_9910_10250_513014,10330_9820_10020_232714,10120_9820_9880_131924,9910_9740_9740_156285,9980_9740_9780_143237,9990_9790_9940_124425,10060_9760_9760_150705,9830_9390_9410_193125,9410_9020_9300_163124,9400_9020_9080_177320,9100_8870_8920_166739,8840_8405_8670_196811,9150_8560_8880_152406,8860_8600_8660_80720,8510_8310_8400_148753,8550_8260_8310_161583,8460_8230_8460_96305,8520_8270_8520_111544,10000_8570_9520_769496,9830_9110_9140_192253,9490_9150_9180_141912,9370_9160_9190_72190,9270_9100_9110_59240,9210_8940_8970_89388,8970_8710_8750_61888,8870_8450_8520_86927,8610_8410_8530_41994,8700_8400_8400_58435,8520_8100_8290_84324,8680_8170_8510_79004,8680_8370_8370_33046,8710_8370_8590_59015,8680_8330_8330_69708,8680_8240_8440_68125,8590_8280_8350_78573,8450_8220_8280_77951,8280_8000_8030_107029,8180_7790_7870_70930,8140_7850_7860_98696,7980_7690_7740_71259,7750_7540_7580_103071,7740_7550_7570_62333,7680_7450_7540_90635,7580_7250_7300_72813,7350_7210_7240_58347,7320_7160_7170_61120,7560_7160_7560_61533,7690_7340_7410_59925,7660_7420_7550_56807,7550_7120_7190_118168,7400_6990_7190_154420,7450_6830_7150_93253,7450_7160_7380_96450,7480_7280_7310_48835,7630_7350_7550_32114,7750_7560_7600_42472
한세실업_105630,11070_10450_10480_182130,10640_10190_10630_109752,10700_10210_10280_105149,10550_10310_10450_73423,10880_10390_10650_75461,10500_9720_9750_204426,9970_9660_9710_70408,9800_9100_9260_205423,9470_9180_9330_166128,9510_9160_9450_120217,9620_9220_9270_123776,9250_8920_9090_138302,9190_8880_9190_98284,9240_8720_8860_148606,8820_8580_8650_122691,8780_8430_8780_88414,8870_8460_8480_60627,9010_8410_8850_165525,8740_8330_8350_85640,9010_8410_8760_48607,8790_8380_8520_56151,8590_8310_8490_53739,8800_8580_8690_63348,9060_8880_8950_49805,9180_8900_9110_54873,9230_9000_9040_54124,9050_8610_8650_61826,8730_8430_8570_88067,8690_8460_8590_36187,8590_8200_8220_88642,8300_8140_8190_37428,8260_7970_8010_57769,7990_7800_7900_81204,8410_7850_8370_37602,8500_8050_8100_52670,8250_8070_8220_21969,9350_8150_8990_377710,9010_8580_8720_129903,8900_8630_8870_51925,9140_8780_9020_86676,9190_8660_8800_47265,9020_8480_9000_72269,9200_8940_9100_39079,9400_8980_9050_81108,9450_8850_9120_81302,9310_9090_9100_52589,9600_9120_9500_110804,9500_9180_9190_52318,9250_8940_8940_38879,9090_8860_8870_33056,9640_8850_9560_101671,9600_9260_9270_24383,9450_9270_9330_20473,9340_8740_9060_54559,9360_8710_8900_75190,9290_8720_9000_56796,9250_8960_9120_44600,9200_8970_9000_26987,9250_8940_9230_45135,9350_9180_9210_25931
KCC글라스_344820,27950_27150_27150_33581,27650_26200_26550_33410,26700_26050_26200_35453,26800_26100_26550_20737,27250_26400_26500_31865,26850_25650_26350_22986,26750_25800_26050_32247,26150_25300_25600_34813,26300_25650_26200_11978,27000_26150_27000_16377,27300_26200_26350_20817,26250_25650_25700_31259,25800_24900_25100_34335,25350_24900_25200_23349,25200_24300_24300_47892,24550_23300_23500_48271,23850_22750_23050_31602,23050_22450_22850_33471,22750_21800_22200_60017,22650_22100_22300_19565,22600_21850_22400_24879,22200_21300_21950_71657,23150_22300_23100_22161,24050_23250_23550_26104,24150_23300_24150_21937,24300_23650_24300_25249,25200_23150_23150_39574,23750_22850_23100_52072,23000_22350_22400_21906,22400_21700_21750_33666,21850_21400_21500_24628,21700_21300_21450_32234,21500_21000_21250_37905,22100_21250_22100_21453,22350_21950_22000_14342,23000_21700_23000_9477,23550_22050_23100_15045,23550_22850_23200_15286,23400_22700_22900_6731,23300_22550_22600_10187,22950_21900_22300_27676,22250_21500_21700_25017,22700_21750_22050_15820,23500_22450_22700_16353,23350_22500_23050_14332,23450_22650_22650_9652,23250_22550_22600_14840,23050_22350_22650_12724,22800_22300_22500_22283,23200_22650_22750_16846,22950_22200_22800_15225,23050_22500_22500_7303,23150_22500_22750_11232,22750_21900_21900_11020,22750_21250_21400_23992,23000_21250_22150_21890,22450_21800_22000_14939,22500_22000_22000_8040,22800_22000_22800_9852,23500_22900_23050_7553
명신산업_009900,13010_12160_12250_544344,12700_11500_11900_949465,12330_11350_11890_541206,12250_11610_11850_314345,12170_11135_11300_654796,11280_10560_10990_362631,10970_10200_10420_413381,10350_9880_9950_277541,10800_10160_10660_285402,11100_10600_11010_178873,11270_10710_10830_202574,10930_10150_10450_301487,10580_9610_10030_337618,10110_9570_9640_295726,9600_9110_9180_286486,9080_8740_9040_348665,9180_8800_8960_138169,8950_8520_8690_156766,8190_7950_7980_201526,8350_8010_8240_173305,8420_7910_8150_215853,8080_7840_7970_225959,8710_8390_8520_250869,8900_8710_8780_108977,9160_8780_8800_265942,8960_8740_8780_129856,8800_8370_8420_104559,8450_7940_8200_274769,8140_7940_8000_83555,8020_7330_7340_200161,7700_7250_7490_259324,7720_7190_7220_145640,7220_6600_6910_195743,7700_6900_7650_162192,7790_7400_7410_130595,7730_7400_7600_94378,7590_7280_7350_162671,7620_6950_7550_142203,7870_7530_7740_133204,7770_7280_7400_124034,7480_7010_7040_127127,7220_6860_6930_104856,7500_7010_7450_98569,7570_7020_7070_90674,7040_6680_6830_140285,7110_6940_7090_64872,7080_6860_7000_81788,6940_6680_6680_89280,6780_6540_6650_121425,6970_6660_6740_133272,7090_6740_7080_88119,7060_6840_6920_83370,7040_6780_6820_55861,6800_6350_6400_154902,6550_5760_5950_270224,6140_5390_5970_167977,6570_6070_6510_160706,6800_6400_6550_98475,6830_6570_6760_77352,7230_6950_7000_104034
세아제강_306200,172700_163000_163100_16255,165700_152000_156000_24900,163400_153100_159600_14842,163700_158600_163100_10411,166000_157400_159400_16293,168000_150200_153800_10848,157000_148000_155600_8440,155000_144700_148100_10149,153200_144000_151800_29927,158000_153000_156900_13960,159000_147500_153100_11506,153400_144800_147400_13596,149000_140500_145000_13404,147900_138400_142200_15327,143600_133600_138000_15176,141500_131500_136600_11688,141400_130100_137700_13125,141300_131000_135200_14250,146700_126600_141000_31694,143300_136400_137600_10132,148200_137900_142200_21344,140300_136700_139000_6788,144000_139600_141200_8762,157000_143200_146800_18989,154000_144100_150000_10272,160600_143500_146000_28200,148400_138600_138800_11082,140200_132700_135000_11060,134500_129100_129100_8006,132000_125800_127000_6719,131900_123500_128700_12262,131300_121000_121600_22230,123300_112000_119600_12766,127600_116900_125100_11542,130300_122000_124900_15139,128300_123000_125700_10458,127300_121800_124700_7241,127000_121800_123900_5263,129000_123900_127500_4627,128000_120000_123900_3722,125100_120100_120600_5695,122700_118200_118900_7331,124500_120400_122500_9840,126000_119700_120900_3894,122400_117200_118500_9640,127500_118500_124200_8674,129400_122000_126400_6329,130800_123200_123500_6626,126800_120900_125200_8580,145000_124800_126000_6237,135500_125100_134100_10343,139200_130700_134600_13946,139200_133100_135400_9103,132100_126100_128100_6068,131700_118400_121100_8949,127600_118400_123900_7693,128000_120800_126400_6237,130900_125100_130100_9033,128900_124400_126500_12196,129800_124000_129200_8173
금호건설_002990,5010_4750_4755_274703,4760_4410_4535_286508,4535_4420_4455_93716,4745_4445_4655_144843,4840_4545_4585_236269,4585_4320_4355_133326,4380_4170_4235_122897,4205_4070_4140_115216,4405_4210_4300_127158,4490_4310_4435_89878,4495_4240_4255_143632,4280_4050_4055_153274,4210_3960_4045_119033,4130_3965_4070_107688,4070_3815_3850_200225,3880_3530_3730_147610,4290_3675_3890_335388,3980_3740_3770_67310,3740_3550_3620_87020,3710_3595_3675_132228,3725_3605_3710_66676,3720_3615_3700_91332,3970_3840_3850_233554,4115_3985_4015_96682,4570_4000_4355_451729,4580_4195_4225_153354,4480_4140_4410_320456,4410_4000_4200_198187,4415_4025_4030_108492,4465_3705_3730_484410,4845_3855_4845_1018182,6290_4520_5100_12823732,6630_5480_6630_9084096,8610_8130_8610_1287796,11190_7320_11190_31996450,14540_11520_14540_4554204,18900_10180_11730_35748087,13440_9220_9500_15926247,12350_8650_12350_20139240,15790_11200_14000_34872711,0_0_14000_0,18000_14060_17310_25554903,19380_15940_16820_22884315,17010_12600_13970_11385860,15740_13050_13570_8602834,14640_12400_13380_11342959,13140_10510_10900_6649796,11430_10050_10860_6165291,11250_10000_10290_3017638,11920_10010_10420_7524659,12210_10300_11300_7904549,11400_10100_10150_2880526,10560_9290_9450_2797450,8990_8060_8090_2370824,8190_6800_7300_2940118,9490_7670_9490_4467091,10660_8900_9110_18272928,9650_8780_8980_5066866,9730_8920_9610_5245775,10890_9770_9770_5610742
